loan_id,customer_id,loan_amount,loan_term_months,interest_rate,loan_type,loan_status,loan_issue_date,loan_end_date
L012855,C03843,2553717,180,15.0,Home Loan,Active,2024-06-19,2039-04-02
L012856,C03422,673276,120,17.92,Home Loan,Active,2023-12-18,2033-10-26
L012857,C04028,2117971,48,9.77,Business Loan,Closed,2023-03-17,2027-02-24
L012858,C01843,1993611,120,13.26,Personal Loan,Closed,2021-02-20,2030-12-30
L012859,C02591,989751,12,16.72,Business Loan,Closed,2022-01-04,2022-12-30
L012860,C09448,2183953,180,14.02,Personal Loan,Defaulted,2022-07-17,2037-04-29
L012861,C09949,892528,36,14.83,Auto Loan,Closed,2022-05-12,2025-04-26
L012862,C09597,1564173,120,7.13,Auto Loan,Active,2021-09-11,2031-07-21
L012863,C03958,331430,12,14.91,Auto Loan,Active,2022-05-22,2023-05-17
L012864,C01857,4943355,60,15.42,Personal Loan,Active,2022-02-05,2027-01-10
L012865,C09709,594149,180,8.28,Business Loan,Active,2025-01-18,2039-11-01
L012866,C04435,4577766,84,7.25,Education Loan,Active,2021-09-13,2028-08-07
L012867,C03883,3345740,120,12.17,Education Loan,Active,2024-04-25,2034-03-04
L012868,C06851,3219463,48,9.38,Business Loan,Active,2023-02-09,2027-01-19
L012869,C08605,555393,60,16.23,Education Loan,Active,2021-07-27,2026-07-01
L012870,C05946,1806669,240,11.38,Education Loan,Active,2021-12-22,2041-09-08
L012871,C04126,4461303,12,16.05,Home Loan,Active,2022-07-15,2023-07-10
L012872,C05066,3388187,48,12.38,Education Loan,Active,2021-11-29,2025-11-08
L012873,C08689,603469,240,8.43,Auto Loan,Active,2024-09-25,2044-06-12
L012874,C00005,4591521,48,14.91,Business Loan,Closed,2025-05-24,2029-05-03
L012875,C01457,2705108,36,16.74,Credit Line,Active,2023-09-17,2026-09-01
L012876,C05885,3902258,24,9.44,Auto Loan,Closed,2023-02-12,2025-02-01
L012877,C01690,1886460,48,16.42,Personal Loan,Closed,2024-01-26,2028-01-05
L012878,C01628,3669406,84,17.43,Personal Loan,Active,2024-08-12,2031-07-07
L012879,C07813,1418506,48,11.17,Education Loan,Active,2024-10-10,2028-09-19
L012880,C05799,3202394,240,17.74,Education Loan,Closed,2024-01-04,2043-09-21
L012881,C05791,4553437,84,16.17,Education Loan,Active,2021-04-04,2028-02-27
L012882,C07497,801677,48,9.41,Home Loan,Active,2024-03-08,2028-02-16
L012883,C03975,4032833,24,16.99,Credit Line,Active,2024-10-20,2026-10-10
L012884,C02938,4004915,60,17.98,Business Loan,Active,2022-08-24,2027-07-29
L012885,C04997,106085,24,8.11,Business Loan,Active,2023-07-07,2025-06-26
L012886,C06303,890766,12,15.73,Home Loan,Defaulted,2021-05-27,2022-05-22
L012887,C01634,2117294,48,17.0,Personal Loan,Closed,2023-05-28,2027-05-07
L012888,C07124,3960308,36,13.79,Personal Loan,Active,2021-01-18,2024-01-03
L012889,C06096,4108576,12,11.67,Home Loan,Closed,2024-12-21,2025-12-16
L012890,C04761,1617571,48,9.88,Auto Loan,Active,2025-07-04,2029-06-13
L012891,C07423,4297870,120,15.3,Home Loan,Closed,2024-05-18,2034-03-27
L012892,C08327,2213816,84,7.06,Credit Line,Active,2024-10-20,2031-09-14
L012893,C00968,4626235,120,17.6,Education Loan,Closed,2024-05-06,2034-03-15
L012894,C08442,991755,36,16.48,Personal Loan,Active,2021-09-08,2024-08-23
L012895,C05122,4564584,120,17.95,Credit Line,Active,2024-09-14,2034-07-24
L012896,C02006,2067724,36,14.43,Auto Loan,Closed,2025-12-07,2028-11-21
L012897,C08642,3795242,84,16.24,Personal Loan,Active,2024-08-03,2031-06-28
L012898,C06133,4336677,84,11.34,Auto Loan,Active,2022-04-10,2029-03-04
L012899,C03599,2511064,36,9.9,Business Loan,Active,2022-07-21,2025-07-05
L012900,C01990,141189,24,8.82,Credit Line,Closed,2021-01-02,2022-12-23
L012901,C09284,2917993,60,17.16,Credit Line,Active,2023-12-16,2028-11-19
L012902,C01048,772131,24,12.38,Home Loan,Closed,2024-11-07,2026-10-28
L012903,C08494,2012731,48,11.63,Credit Line,Active,2021-01-31,2025-01-10
L012904,C05664,989191,180,7.51,Education Loan,Active,2021-05-28,2036-03-10
L012905,C04124,1960671,60,14.64,Education Loan,Active,2024-08-23,2029-07-28
L012906,C03450,3704835,60,12.44,Credit Line,Active,2023-08-08,2028-07-12
L012907,C06937,4542566,240,11.97,Home Loan,Active,2024-06-28,2044-03-15
L012908,C07221,465393,240,7.73,Auto Loan,Closed,2024-02-16,2043-11-03
L012909,C00245,1055332,240,7.64,Credit Line,Closed,2021-10-22,2041-07-09
L012910,C03310,2097267,36,9.67,Education Loan,Defaulted,2021-12-25,2024-12-09
L012911,C01895,3384188,240,11.47,Business Loan,Closed,2021-10-22,2041-07-09
L012912,C05262,2540553,24,7.36,Education Loan,Active,2022-04-25,2024-04-14
L012913,C06392,793914,180,11.87,Credit Line,Closed,2022-01-17,2036-10-30
L012914,C03818,3124204,180,12.25,Business Loan,Active,2024-01-11,2038-10-24
L012915,C04598,2203408,48,15.18,Home Loan,Active,2024-04-25,2028-04-04
L012916,C00766,3524073,60,16.23,Business Loan,Closed,2022-05-12,2027-04-16
L012917,C09258,4852718,120,9.52,Education Loan,Active,2021-10-24,2031-09-02
L012918,C03301,2468374,24,10.32,Credit Line,Active,2024-11-16,2026-11-06
L012919,C07159,4491454,48,16.86,Auto Loan,Closed,2021-07-10,2025-06-19
L012920,C09291,484773,24,15.26,Education Loan,Active,2025-05-22,2027-05-12
L012921,C09097,3103270,60,10.87,Personal Loan,Active,2023-06-25,2028-05-29
L012922,C05926,185944,240,15.49,Auto Loan,Closed,2023-11-08,2043-07-26
L012923,C02757,3125770,120,10.51,Personal Loan,Active,2025-11-23,2035-10-02
L012924,C06283,206905,24,9.25,Credit Line,Active,2024-10-19,2026-10-09
L012925,C06471,1634961,24,15.74,Home Loan,Defaulted,2025-11-13,2027-11-03
L012926,C04686,3761921,84,16.57,Home Loan,Active,2024-05-01,2031-03-26
L012927,C00463,1205719,60,13.78,Home Loan,Closed,2022-12-22,2027-11-26
L012928,C06753,2593410,24,7.59,Home Loan,Active,2021-04-09,2023-03-30
L012929,C08615,1062769,84,15.38,Education Loan,Active,2022-10-16,2029-09-09
L012930,C09913,3170357,36,8.08,Education Loan,Closed,2022-04-18,2025-04-02
L012931,C06754,517213,60,17.95,Auto Loan,Active,2025-03-08,2030-02-10
L012932,C09903,1722018,120,11.53,Personal Loan,Closed,2023-03-25,2033-01-31
L012933,C00141,886988,24,12.49,Home Loan,Closed,2025-03-18,2027-03-08
L012934,C08797,3186978,240,17.51,Auto Loan,Closed,2021-12-22,2041-09-08
L012935,C07172,419991,84,13.13,Education Loan,Active,2021-12-28,2028-11-21
L012936,C08097,639121,240,11.93,Credit Line,Closed,2021-12-08,2041-08-25
L012937,C00322,2585948,12,9.51,Education Loan,Closed,2021-08-25,2022-08-20
L012938,C07271,3012970,48,14.4,Education Loan,Active,2021-01-29,2025-01-08
L012939,C08001,367752,180,14.62,Credit Line,Closed,2023-01-27,2037-11-09
L012940,C08462,928959,60,11.66,Credit Line,Active,2022-05-10,2027-04-14
L012941,C06818,2937182,12,10.12,Personal Loan,Active,2021-12-25,2022-12-20
L012942,C03332,2648194,240,17.73,Credit Line,Active,2025-04-21,2045-01-06
L012943,C03972,3687412,120,16.48,Education Loan,Active,2023-01-17,2032-11-25
L012944,C05079,814865,84,10.41,Credit Line,Closed,2025-01-14,2031-12-09
L012945,C08632,2109789,24,7.5,Credit Line,Closed,2021-12-19,2023-12-09
L012946,C08063,4148354,120,11.44,Education Loan,Active,2021-07-24,2031-06-02
L012947,C01148,1340872,240,17.42,Auto Loan,Closed,2023-09-09,2043-05-27
L012948,C03055,543430,120,13.47,Personal Loan,Active,2025-11-19,2035-09-28
L012949,C01242,3380156,120,10.39,Personal Loan,Active,2022-02-17,2031-12-27
L012950,C01956,3534893,84,10.67,Education Loan,Active,2025-07-29,2032-06-22
L012951,C09538,1273168,36,11.7,Credit Line,Closed,2025-11-09,2028-10-24
L012952,C08135,3061765,180,15.9,Credit Line,Active,2024-06-02,2039-03-16
L012953,C03410,3960185,36,11.45,Business Loan,Closed,2021-09-19,2024-09-03
L012954,C01048,4690104,36,14.88,Personal Loan,Active,2021-04-03,2024-03-18
L012955,C01122,3809072,60,7.89,Personal Loan,Active,2022-09-20,2027-08-25
L012956,C09341,2202940,120,15.64,Business Loan,Active,2022-12-22,2032-10-30
L012957,C09145,3948310,120,8.86,Credit Line,Active,2025-04-24,2035-03-03
L012958,C00436,4981466,24,8.25,Auto Loan,Active,2023-06-10,2025-05-30
L012959,C07253,2662532,60,11.05,Auto Loan,Active,2023-07-15,2028-06-18
L012960,C01435,1915734,12,14.77,Education Loan,Active,2025-05-15,2026-05-10
L012961,C04677,1538136,240,13.69,Education Loan,Closed,2023-04-26,2043-01-11
L012962,C02851,69852,120,12.75,Credit Line,Closed,2022-05-23,2032-03-31
L012963,C04186,2996610,180,15.05,Personal Loan,Active,2025-02-01,2039-11-15
L012964,C06081,730878,48,12.31,Home Loan,Active,2021-03-08,2025-02-15
L012965,C00224,3061027,240,7.98,Auto Loan,Closed,2023-10-27,2043-07-14
L012966,C03722,3285011,240,16.2,Business Loan,Active,2025-03-19,2044-12-04
L012967,C07801,1133029,120,12.28,Business Loan,Active,2023-01-16,2032-11-24
L012968,C07512,2095161,60,16.44,Business Loan,Closed,2024-06-10,2029-05-15
L012969,C00938,109384,36,8.98,Personal Loan,Active,2021-10-14,2024-09-28
L012970,C06877,1835303,180,7.84,Personal Loan,Active,2021-03-01,2035-12-13
L012971,C05658,3953156,120,15.47,Personal Loan,Active,2021-01-29,2030-12-08
L012972,C09005,3760008,180,17.13,Auto Loan,Active,2022-05-23,2037-03-05
L012973,C06597,3813125,240,10.39,Auto Loan,Active,2025-10-16,2045-07-03
L012974,C06065,78836,84,17.14,Auto Loan,Active,2021-11-17,2028-10-11
L012975,C03613,84222,12,17.3,Home Loan,Active,2022-10-17,2023-10-12
L012976,C04296,4501671,240,12.87,Credit Line,Active,2025-10-21,2045-07-08
L012977,C06669,1121253,36,17.12,Home Loan,Active,2021-03-18,2024-03-02
L012978,C08299,3437946,240,17.16,Education Loan,Active,2024-01-04,2043-09-21
L012979,C09466,4796395,180,13.66,Home Loan,Closed,2024-09-15,2039-06-29
L012980,C06783,1232446,180,17.23,Auto Loan,Closed,2025-12-25,2040-10-07
L012981,C05657,1140103,36,7.74,Education Loan,Defaulted,2021-02-28,2024-02-13
L012982,C06702,150268,120,13.79,Business Loan,Active,2023-03-04,2033-01-10
L012983,C07137,4093561,24,8.27,Personal Loan,Active,2025-11-19,2027-11-09
L012984,C06868,4939100,60,11.58,Education Loan,Closed,2021-01-07,2025-12-12
L012985,C07437,4807058,180,17.86,Business Loan,Active,2021-03-05,2035-12-17
L012986,C04636,2256590,240,17.62,Home Loan,Active,2021-06-02,2041-02-17
L012987,C08608,4737276,24,10.54,Home Loan,Defaulted,2024-10-09,2026-09-29
L012988,C00187,1726433,84,15.37,Home Loan,Defaulted,2024-03-12,2031-02-04
L012989,C09841,890805,36,9.21,Education Loan,Active,2023-10-19,2026-10-03
L012990,C00650,717125,60,7.25,Business Loan,Closed,2024-10-10,2029-09-14
L012991,C06112,449851,120,15.14,Auto Loan,Closed,2025-10-08,2035-08-17
L012992,C08284,1910580,84,11.15,Auto Loan,Defaulted,2022-06-16,2029-05-10
L012993,C01275,623183,60,11.11,Business Loan,Closed,2024-07-03,2029-06-07
L012994,C05222,1862760,60,14.69,Credit Line,Closed,2025-11-10,2030-10-15
L012995,C02358,111110,180,8.72,Credit Line,Active,2024-09-02,2039-06-16
L012996,C07656,3442423,48,16.29,Personal Loan,Active,2022-05-10,2026-04-19
L012997,C03283,3290603,240,13.62,Business Loan,Active,2023-12-12,2043-08-29
L012998,C03766,1097757,60,11.26,Home Loan,Active,2023-07-17,2028-06-20
L012999,C06331,919464,84,11.02,Business Loan,Closed,2022-09-11,2029-08-05
L013000,C02771,925410,24,8.99,Auto Loan,Active,2021-07-08,2023-06-28
L013001,C06474,4184804,36,14.72,Credit Line,Active,2024-04-11,2027-03-27
L013002,C02071,2410864,36,17.61,Auto Loan,Closed,2022-09-05,2025-08-20
L013003,C07017,4713808,24,9.22,Credit Line,Closed,2024-05-31,2026-05-21
L013004,C02473,4378328,60,10.35,Education Loan,Closed,2021-04-11,2026-03-16
L013005,C04025,4146909,240,10.53,Home Loan,Active,2024-11-26,2044-08-13
L013006,C09338,2988813,24,10.19,Credit Line,Defaulted,2024-01-18,2026-01-07
L013007,C09585,631292,36,12.27,Credit Line,Closed,2024-04-24,2027-04-09
L013008,C03362,2361685,240,12.3,Home Loan,Defaulted,2021-10-09,2041-06-26
L013009,C00917,3520496,60,11.9,Personal Loan,Active,2021-09-30,2026-09-04
L013010,C06942,3861934,120,13.23,Business Loan,Active,2022-12-24,2032-11-01
L013011,C06198,3120389,180,14.81,Education Loan,Closed,2021-05-30,2036-03-12
L013012,C01512,412304,36,17.83,Business Loan,Active,2021-04-02,2024-03-17
L013013,C08008,4401425,84,12.08,Business Loan,Closed,2024-08-06,2031-07-01
L013014,C09747,172532,36,14.84,Home Loan,Closed,2023-11-24,2026-11-08
L013015,C04638,4873682,12,14.79,Home Loan,Active,2021-05-06,2022-05-01
L013016,C04185,2607569,48,10.74,Home Loan,Active,2024-06-07,2028-05-17
L013017,C07158,2515181,120,13.64,Auto Loan,Defaulted,2021-10-13,2031-08-22
L013018,C02179,608280,48,11.15,Education Loan,Defaulted,2025-03-02,2029-02-09
L013019,C07856,2024193,60,17.76,Credit Line,Closed,2022-11-23,2027-10-28
L013020,C00531,2608098,36,10.77,Business Loan,Active,2022-10-16,2025-09-30
L013021,C04969,4074215,36,7.15,Auto Loan,Active,2025-05-24,2028-05-08
L013022,C07121,2416042,240,11.79,Personal Loan,Closed,2021-10-25,2041-07-12
L013023,C04222,4356830,120,10.59,Business Loan,Active,2024-08-01,2034-06-10
L013024,C05865,4312915,84,14.96,Home Loan,Active,2021-12-20,2028-11-13
L013025,C09912,2799053,12,11.43,Auto Loan,Active,2025-03-15,2026-03-10
L013026,C04505,1855847,60,11.68,Education Loan,Active,2021-05-15,2026-04-19
L013027,C00852,4261910,84,15.56,Home Loan,Closed,2024-10-30,2031-09-24
L013028,C06009,1110786,24,17.9,Credit Line,Closed,2024-05-15,2026-05-05
L013029,C03791,1036850,60,10.74,Credit Line,Active,2021-06-23,2026-05-28
L013030,C00681,4273532,120,7.3,Business Loan,Active,2024-05-01,2034-03-10
L013031,C09207,3580197,12,15.87,Personal Loan,Active,2021-09-21,2022-09-16
L013032,C00753,173155,60,10.12,Home Loan,Active,2025-09-16,2030-08-21
L013033,C00700,981151,120,10.13,Auto Loan,Active,2021-01-17,2030-11-26
L013034,C01326,2509292,180,14.07,Education Loan,Closed,2021-09-05,2036-06-18
L013035,C06414,3128040,180,12.28,Auto Loan,Closed,2021-09-25,2036-07-08
L013036,C04553,1104188,36,15.7,Auto Loan,Active,2021-02-24,2024-02-09
L013037,C08255,2849334,48,8.03,Auto Loan,Closed,2024-01-11,2027-12-21
L013038,C02377,2568081,84,17.98,Personal Loan,Active,2021-03-31,2028-02-23
L013039,C08446,979980,60,9.64,Credit Line,Active,2024-02-24,2029-01-28
L013040,C08496,3508042,180,15.05,Credit Line,Closed,2022-05-24,2037-03-06
L013041,C08664,4662144,24,15.56,Credit Line,Active,2022-12-09,2024-11-28
L013042,C05511,1147851,240,8.19,Credit Line,Closed,2022-09-02,2042-05-20
L013043,C01438,852218,24,8.97,Business Loan,Active,2025-10-22,2027-10-12
L013044,C07908,2043383,240,15.3,Credit Line,Active,2025-07-24,2045-04-10
L013045,C00112,3215684,240,17.1,Personal Loan,Closed,2024-11-11,2044-07-29
L013046,C03231,4207547,60,14.37,Auto Loan,Defaulted,2023-10-31,2028-10-04
L013047,C08614,4679166,48,10.65,Home Loan,Active,2023-03-02,2027-02-09
L013048,C02255,4136617,24,13.95,Auto Loan,Active,2024-08-13,2026-08-03
L013049,C03498,4991789,48,8.24,Personal Loan,Closed,2024-09-23,2028-09-02
L013050,C09243,2929298,48,14.08,Personal Loan,Active,2025-08-14,2029-07-24
L013051,C04280,1523829,24,13.02,Home Loan,Closed,2022-10-22,2024-10-11
L013052,C04206,3632054,12,7.25,Personal Loan,Closed,2021-09-05,2022-08-31
L013053,C04545,518370,240,16.49,Education Loan,Closed,2024-06-08,2044-02-24
L013054,C06430,1225167,84,14.18,Education Loan,Closed,2024-10-27,2031-09-21
L013055,C03101,4684275,120,7.17,Business Loan,Closed,2023-09-01,2033-07-10
L013056,C03002,2288278,120,12.25,Personal Loan,Active,2021-12-05,2031-10-14
L013057,C01548,3585239,84,16.1,Credit Line,Active,2023-06-16,2030-05-10
L013058,C05260,1325884,36,14.94,Credit Line,Closed,2023-09-16,2026-08-31
L013059,C05571,1391075,180,9.74,Personal Loan,Closed,2025-12-31,2040-10-13
L013060,C07259,445554,240,10.01,Personal Loan,Closed,2024-10-15,2044-07-02
L013061,C09409,3587360,48,11.23,Education Loan,Closed,2021-09-07,2025-08-17
L013062,C00233,2067067,180,9.45,Home Loan,Active,2024-04-27,2039-02-08
L013063,C08249,2659985,240,14.45,Credit Line,Active,2021-04-09,2040-12-25
L013064,C00807,2152360,240,16.41,Business Loan,Active,2022-12-27,2042-09-13
L013065,C00509,3686258,240,14.82,Auto Loan,Active,2022-06-06,2042-02-21
L013066,C04265,765238,12,9.75,Credit Line,Active,2025-10-25,2026-10-20
L013067,C02882,2040263,84,13.96,Education Loan,Closed,2022-04-02,2029-02-24
L013068,C04841,2878577,84,16.14,Auto Loan,Closed,2025-10-06,2032-08-30
L013069,C08091,1463769,60,14.3,Auto Loan,Closed,2023-10-21,2028-09-24
L013070,C07192,4670513,240,10.71,Home Loan,Active,2023-07-09,2043-03-26
L013071,C01735,3288927,36,13.03,Credit Line,Closed,2023-05-06,2026-04-20
L013072,C01466,691464,24,12.57,Business Loan,Active,2023-01-03,2024-12-23
L013073,C00906,4157755,24,16.49,Business Loan,Active,2021-12-19,2023-12-09
L013074,C07677,1494096,120,7.65,Business Loan,Closed,2021-01-25,2030-12-04
L013075,C06192,1280150,48,12.12,Personal Loan,Closed,2021-01-03,2024-12-13
L013076,C08770,87119,48,10.92,Personal Loan,Active,2024-05-28,2028-05-07
L013077,C05678,3412308,120,15.66,Credit Line,Active,2024-05-03,2034-03-12
L013078,C07390,4661927,240,15.67,Credit Line,Defaulted,2025-04-11,2044-12-27
L013079,C08548,2769482,48,15.94,Credit Line,Closed,2022-04-16,2026-03-26
L013080,C06798,2253706,120,14.58,Credit Line,Active,2022-08-30,2032-07-08
L013081,C06708,2046466,24,13.93,Education Loan,Closed,2023-06-05,2025-05-25
L013082,C04769,1784256,36,13.22,Personal Loan,Active,2021-09-04,2024-08-19
L013083,C08307,4110428,60,13.16,Auto Loan,Active,2022-01-23,2026-12-28
L013084,C06296,2677074,36,7.57,Education Loan,Closed,2022-08-31,2025-08-15
L013085,C00057,2340426,12,11.3,Education Loan,Active,2021-01-18,2022-01-13
L013086,C09792,3925110,36,14.87,Education Loan,Active,2023-06-09,2026-05-24
L013087,C07950,4634130,12,9.33,Business Loan,Active,2024-01-01,2024-12-26
L013088,C05772,2929161,60,17.09,Credit Line,Active,2023-06-05,2028-05-09
L013089,C09120,4712052,48,7.29,Credit Line,Active,2024-07-22,2028-07-01
L013090,C05062,2332302,12,12.57,Home Loan,Closed,2021-09-02,2022-08-28
L013091,C00871,3052382,180,7.11,Education Loan,Closed,2025-08-11,2040-05-24
L013092,C02793,3996918,84,10.12,Business Loan,Closed,2021-01-08,2027-12-03
L013093,C00298,2904585,240,7.81,Personal Loan,Closed,2024-07-25,2044-04-11
L013094,C08381,1476913,240,8.39,Personal Loan,Active,2021-03-14,2040-11-29
L013095,C02072,2481444,240,11.52,Personal Loan,Active,2022-01-01,2041-09-18
L013096,C07520,3813188,180,14.46,Home Loan,Active,2021-05-19,2036-03-01
L013097,C00687,2841482,120,8.37,Credit Line,Active,2023-05-28,2033-04-05
L013098,C07201,2742076,36,9.45,Personal Loan,Closed,2022-07-29,2025-07-13
L013099,C00743,3916956,48,7.59,Auto Loan,Closed,2022-07-26,2026-07-05
L013100,C09609,2752631,84,12.0,Home Loan,Active,2021-04-16,2028-03-10
L013101,C04072,2026684,36,16.43,Auto Loan,Active,2025-03-05,2028-02-18
L013102,C03278,3557393,120,12.23,Business Loan,Active,2025-03-31,2035-02-07
L013103,C01683,367490,60,15.52,Personal Loan,Defaulted,2024-06-05,2029-05-10
L013104,C08028,4221571,12,7.58,Credit Line,Closed,2021-10-07,2022-10-02
L013105,C06366,895249,12,12.89,Home Loan,Active,2025-10-04,2026-09-29
L013106,C05116,4748065,24,10.92,Education Loan,Active,2023-06-17,2025-06-06
L013107,C00689,895719,180,11.17,Personal Loan,Defaulted,2023-11-09,2038-08-22
L013108,C02144,3968789,48,13.01,Credit Line,Defaulted,2022-03-26,2026-03-05
L013109,C07072,4683848,120,12.65,Home Loan,Active,2021-10-14,2031-08-23
L013110,C01914,3694950,60,14.97,Education Loan,Closed,2024-10-08,2029-09-12
L013111,C08465,2053863,240,13.43,Personal Loan,Closed,2024-07-29,2044-04-15
L013112,C01993,4053177,60,13.18,Personal Loan,Closed,2023-04-20,2028-03-24
L013113,C01022,2374690,180,8.79,Auto Loan,Active,2025-10-15,2040-07-28
L013114,C02451,760557,180,16.22,Personal Loan,Active,2023-07-04,2038-04-16
L013115,C02897,2020484,12,16.72,Home Loan,Active,2021-08-25,2022-08-20
L013116,C06786,1436859,24,12.2,Business Loan,Active,2024-11-12,2026-11-02
L013117,C02960,3066319,48,15.75,Auto Loan,Closed,2023-02-11,2027-01-21
L013118,C00357,1511168,84,16.99,Education Loan,Active,2025-10-25,2032-09-18
L013119,C00257,3013573,120,14.52,Education Loan,Closed,2024-10-15,2034-08-24
L013120,C06560,4957904,180,13.35,Education Loan,Active,2022-04-28,2037-02-08
L013121,C08399,2337393,24,17.44,Personal Loan,Active,2025-04-13,2027-04-03
L013122,C04820,3813641,240,17.48,Education Loan,Closed,2025-12-09,2045-08-26
L013123,C00767,4962611,48,11.12,Auto Loan,Active,2024-05-13,2028-04-22
L013124,C05142,974378,36,8.46,Auto Loan,Closed,2022-04-12,2025-03-27
L013125,C01529,4669556,24,12.6,Personal Loan,Closed,2023-04-05,2025-03-25
L013126,C04785,222691,120,15.46,Credit Line,Closed,2021-08-14,2031-06-23
L013127,C03289,1211087,24,7.9,Credit Line,Defaulted,2023-05-11,2025-04-30
L013128,C06421,2890438,48,7.26,Home Loan,Active,2022-03-10,2026-02-17
L013129,C01774,4738942,240,10.71,Personal Loan,Active,2023-08-06,2043-04-23
L013130,C00260,2924564,36,8.26,Personal Loan,Defaulted,2025-12-08,2028-11-22
L013131,C02785,3493539,84,7.68,Education Loan,Active,2023-10-06,2030-08-30
L013132,C00835,3453503,180,8.29,Auto Loan,Closed,2022-06-02,2037-03-15
L013133,C08546,4186857,24,9.31,Personal Loan,Closed,2024-02-21,2026-02-10
